2	653
3	1929
4	4250
5	7922
6	13179
7	20455
8	29924
9	41964
10	56909
11	74909
12	96438
13	121750
14	151115
15	184903
16	223368
17	266828
18	315597
19	370011
20	430308
21	496852
22	569791
23	649431
24	736308
25	830704
26	933089
27	1043149
28	1161694
29	1289078
30	1425283
31	1570463
32	1725516
33	1890140
34	2065065
35	2250699
36	2447164
37	2654348
38	2872709
39	3102969
40	3345062
41	3600340
42	3867921
43	4148177
44	4441790
45	4749010
46	5069463
47	5404039
48	5753370
49	6117508
50	6496743
51	6890971
52	7301342
53	7727426
54	8170459
55	8629049
56	9105326
57	9598330
58	10109199
59	10637591
60	11183856
61	11748382
62	12332221
63	12934349
64	13556212
65	14197246
66	14858759
67	15540543
68	16243774
69	16967052
70	17710455
71	18476733
72	19264994
73	20074394
74	20906027
75	21760471
76	22637858
77	23538342
78	24462265
79	25411169
80	26383332
81	27380128
82	28402371
83	29449753
84	30522566
85	31621132
86	32745305
87	33895833
88	35072018
89	36276314
90	37507025
91	38764967
92	40052052
93	41366218
94	42708911
95	44081263
96	45482266
97	46912616
98	48372441
99	49862687
100	51383340
101	52934470
102	54516831
103	56129211
104	57773320
105	59449272
106	61157527
107	62897607
108	64671232
109	66477364
110	68318091
111	70192229
112	72099066
113	74041526
114	76018533
115	78029207
116	80076950
117	82158514
118	84274367
119	86428529
120	88619016
121	90845952
122	93108983
123	95409379
124	97746466
125	100124076
126	102538797
127	104991953
128	107484762
129	110015532
130	112587359
131	115197413
132	117846910
133	120537494
134	123267705
135	126039771
136	128853024
137	131707956
138	134604627
139	137542767
140	140524672
141	143549722
142	146617883
143	149727445
144	152881850
145	156080564
146	159324667
147	162612659
148	165944568
149	169322680
150	172745179
151	176213115
152	179728520
153	183289784
154	186898657
155	190552267
156	194256034
157	198007738
158	201805739
159	205650433
160	209546242
161	213492024
162	217485873
163	221527803
164	225620230
165	229762566
166	233956075
167	238200167
168	242494160
169	246840288
170	251238701
171	255687625
172	260190018
173	264744004
174	269350791
175	274011799
176	278724872
177	283493580
178	288313425
179	293191285
180	298122692
181	303108698
182	308149749
183	313246415
184	318400724
185	323607610
186	328871659
187	334194469
188	339572808
189	345013260
190	350506285
191	356058981
192	361669732
193	367338248
194	373066617
195	378851961
196	384698716
197	390605682
198	396571757
199	402599113
200	408686352
201	414836510
202	421045775
203	427318249
204	433650932
205	440046408
206	446505299
207	453024625
208	459607566
209	466255690
210	472969523
211	479745325
212	486585948
213	493492088
214	500461267
215	507497499
216	514600664
217	521768754
218	529001393
219	536299741
220	543668282
221	551103630
222	558605579
223	566177051
224	573815754
225	581523990
226	589296279
227	597138691
228	605051850
229	613034656
230	621087491
231	629210083
232	637404998
233	645668596
234	654005927
235	662413325
236	670894438
237	679444840
238	688068141
239	696763287
240	705529108
241	714370486
242	723285379
243	732272925
244	741336020
245	750474774
246	759689137
247	768972831
248	778335060
249	787774508
250	797288401
251	806879299
252	816544612
253	826292250
254	836113405
255	846011479
256	855987312
257	866042894
258	876177095
259	886388237
260	896681668
261	907049104
262	917501013
263	928033721
264	938644494
265	949335056
266	960105641
267	970961559
268	981895878
269	992912276
270	1004014331
271	1015194719
272	1026457100
273	1037807250
274	1049237223
275	1060751311
276	1072349048
277	1084031234
278	1095798415
279	1107647071
280	1119584786
281	1131606442
282	1143712697
283	1155905017
284	1168183868
285	1180548698
286	1193002029
287	1205543429
288	1218174496
289	1230889100
290	1243693427
291	1256585039
292	1269566682
293	1282635678
294	1295796085
295	1309047825
296	1322388278
297	1335817468
298	1349336907
299	1362947291
300	1376651440
301	1390445778
302	1404331645
303	1418312511
304	1432384274
305	1446549020
306	1460806663
307	1475156549
308	1489599398
309	1504135304
310	1518769149
311	1533498027
312	1548320486
313	1563235812
314	1578249653
315	1593358099
316	1608563780
317	1623861618
318	1639258329
319	1654754543
320	1670349842
321	1686041748
322	1701829941
323	1717714949
324	1733700950
325	1749784182
326	1765969121
327	1782247615
328	1798630338
329	1815112894
330	1831698029
331	1848382653
332	1865167102
333	1882049838
334	1899037435
335	1916126569
336	1933316924
337	1950610762
338	1968010549
339	1985513463
340	2003116532
341	2020819482
342	2038629489
343	2056544393
344	2074560008
345	2092685766
346	2110916707
347	2129249927
348	2147689772
349	2166237724
350	2184892487
351	2203653721
352	2222522064
353	2241495574
354	2260579537
355	2279769883
356	2299066932
357	2318476490
358	2337995235
359	2357619011
360	2377354212
361	2397197940
362	2417149547
363	2437214867
364	2457391006
365	2477675574
366	2498073973
367	2518587669
368	2539211126
369	2559946562
370	2580790661
371	2601750505
372	2622823514
373	2644006662
374	2665310135
375	2686722531
376	2708252120
377	2729894810
378	2751652799
379	2773526765
380	2795514914
381	2817621432
382	2839845419
383	2862184675
384	2884640466
385	2907211888
386	2929903599
387	2952707771
388	2975631824
389	2998676440
390	3021836685
391	3045113931
392	3068514956
393	3092033948
394	3115673441
395	3139432499
396	3163313502
397	3187312988
398	3211440459
399	3235687237
400	3260052708
401	3284539332
402	3309146485
403	3333879391
404	3358733176
405	3383710976
406	3408810995
407	3434036873
408	3459386572
409	3484865614
410	3510461533
411	3536182913
