2	553
3	1829
4	4130
5	7758
6	13015
7	20203
8	29624
9	41580
10	56373
11	74305
12	95678
13	120794
14	149955
15	183463
16	221620
17	264728
18	313089
19	367005
20	426778
21	492710
22	565103
23	644259
24	730480
25	824068
26	925325
27	1034553
28	1152054
29	1278130
30	1413083
31	1557215
32	1710828
33	1874224
34	2047705
35	2231573
36	2426130
37	2631678
38	2848519
39	3076955
40	3317288
41	3569820
42	3834853
43	4112689
44	4403630
45	4707978
46	5026035
47	5358103
48	5704484
49	6065480
50	6441393
51	6832525
52	7239178
53	7661654
54	8100255
55	8555283
56	9027040
57	9515828
58	10021949
59	10545705
60	11087398
61	11647330
62	12225803
63	12823119
64	13439580
65	14075488
66	14731145
67	15406853
68	16102914
69	16819630
70	17557303
71	18316235
72	19096728
73	19899084
74	20723605
75	21570593
76	22440350
77	23333178
78	24249379
79	25189255
80	26153108
81	27141240
82	28153953
83	29191549
84	30254330
85	31342598
86	32456655
87	33596803
88	34763344
89	35956580
90	37176813
91	38424345
92	39699478
93	41002514
94	42333755
95	43693503
96	45082060
97	46499728
98	47946809
99	49423605
100	50930418
101	52467550
102	54035303
103	55633979
104	57263880
105	58925308
106	60618565
107	62343953
108	64101774
109	65892330
110	67715923
111	69572855
112	71463428
113	73387944
114	75346705
115	77340013
116	79368170
117	81431478
118	83530239
119	85664755
120	87835328
121	90042260
122	92285853
123	94566409
124	96884230
125	99239618
126	101632875
127	104064303
128	106534204
129	109042880
130	111590633
131	114177765
132	116804578
133	119471374
134	122178455
135	124926123
136	127714680
137	130544428
138	133415669
139	136328705
140	139283838
141	142281370
142	145321603
143	148404839
144	151531380
145	154701528
146	157915585
147	161173853
148	164476634
149	167824230
150	171216943
151	174655075
152	178138928
153	181668804
154	185245005
155	188867833
156	192537590
157	196254578
158	200019099
159	203831455
160	207691948
161	211600880
162	215558553
163	219565269
164	223621330
165	227727038
166	231882695
167	236088603
168	240345064
169	244652380
170	249010853
171	253420785
172	257882478
173	262396234
174	266962355
175	271581143
176	276252900
177	280977928
178	285756529
179	290589005
180	295475658
181	300416790
182	305412703
183	310463699
184	315570080
185	320732148
186	325950205
187	331224553
188	336555494
189	341943330
190	347388363
191	352890895
192	358451228
193	364069664
194	369746505
195	375482053
196	381276610
197	387130478
198	393043959
199	399017355
200	405050968
201	411145100
202	417300053
203	423516129
204	429793630
205	436132858
206	442534115
207	448997703
208	455523924
209	462113080
210	468765473
211	475481405
212	482261178
213	489105094
214	496013455
215	502986563
216	510024720
217	517128228
218	524297389
219	531532505
220	538833878
221	546201810
222	553636603
223	561138559
224	568707980
225	576345168
226	584050425
227	591824053
228	599666354
229	607577630
230	615558183
231	623608315
232	631728328
233	639918524
234	648179205
235	656510673
236	664913230
237	673387178
238	681932819
239	690550455
240	699240388
241	708002920
242	716838353
243	725746989
244	734729130
245	743785078
246	752915135
247	762119603
248	771398784
